mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12,,,,,,,,,,,,,,
43.06527,27.94459,9.89942,-7.331604,6.592171,-3.9977884,5.8292003,-5.0664105,8.205816,-4.9771476,3.645737,-6.317165,,,,,,,,,,,,,,
31.232529,27.39013,11.74757,-7.2524633,8.660927,-1.669853,5.4169483,-5.9737167,5.6521773,-5.682582,4.608706,-3.7080908,,,,,,,,,,,,,,
29.643707,24.230349,12.559858,-6.6434884,3.883175,-2.882786,6.340293,-4.3013625,6.1039968,-6.505111,5.73609,-3.2389386,,,,,,,,,,,,,,
34.210777,29.139482,8.019996,-7.88263,7.3634415,-1.7014711,7.8743753,-4.0683684,7.690376,-4.5188613,5.504407,-5.369994,,,,,,,,,,,,,,
58.20835,28.088923,4.7896204,-5.3180437,6.7847757,-4.540422,8.372975,-2.3142788,9.084978,-5.852649,5.258093,-4.1712646,,,,,,,,,,,,,,
80.06713,20.036037,7.40696,-5.481202,7.107353,-1.2327069,5.483666,-4.2291203,4.882669,-6.5267725,2.6674602,-3.5548425,,,,,,,,,,,,,,
75.573296,19.43678,7.928196,-4.4447684,6.6543803,-3.3261416,6.2950435,-1.3734177,6.7048707,-4.2037873,4.1166544,-4.413194,,,,,,,,,,,,,,
51.160915,29.25144,4.7608886,-6.2084417,8.762043,-4.4500227,6.7414455,-2.5555255,9.918304,-4.130503,6.484609,-2.9532063,,,,,,,,,,,,,,
61.58278,18.94745,8.67106,-5.2896414,5.3727326,-4.029466,4.745868,-2.145383,6.6846614,-3.4932947,4.4963326,-4.5188794,,,,,,,,,,,,,,
50.839916,28.483274,9.546144,-4.62297,6.7871046,-6.6713142,5.242461,-2.359627,6.8587995,-7.662439,2.827153,-6.17557,,,,,,,,,,,,,,
51.724743,28.662655,12.595784,-5.0027084,7.262963,-5.832223,5.878424,-4.3341274,6.2490635,-5.8643913,4.566097,-5.0165443,,,,,,,,,,,,,,
48.090153,29.29198,6.9639335,-8.318982,5.444833,-4.2328377,4.37217,-5.862773,8.163014,-4.1952767,3.9179528,-6.213382,,,,,,,,,,,,,,
83.44946,23.096643,9.267163,-6.320149,5.110963,-3.2738302,4.678802,-4.8362856,6.6589904,-3.9790003,3.9318926,-5.337626,,,,,,,,,,,,,,
77.997665,27.913897,9.495506,-6.2867665,6.094873,-4.1874475,6.804221,-5.4961495,7.2709117,-4.7844095,6.7637033,-2.8209054,,,,,,,,,,,,,,
78.82572,19.621216,10.082349,-3.0602605,7.680066,-4.10115,2.1400607,-5.8952203,5.1216526,-2.383688,7.2329545,-3.34058,,,,,,,,,,,,,,
80.31518,19.253885,13.618837,-3.09491,5.0884047,-4.2608485,3.2477932,-5.5829463,5.5236807,-2.5962977,5.88886,-4.485343,,,,,,,,,,,,,,
58.17158,25.741545,16.535637,-4.765549,5.3908005,-6.7983594,3.4652355,-5.590067,6.762408,-5.561945,4.892909,-3.5586293,,,,,,,,,,,,,,
68.67656,16.394659,13.430389,-2.1130493,5.414507,-4.850943,2.9490075,-5.7059584,4.7956448,-3.2745104,4.5348606,-4.6506457,,,,,,,,,,,,,,
71.20753,14.986072,12.269815,-2.1494396,5.143702,-3.2669258,4.9779105,-4.1841574,4.2395864,-3.7339306,4.753116,-3.9754574,,,,,,,,,,,,,,
48.819,23.887262,13.778606,-6.8320794,5.6289845,-4.0076537,6.772745,-3.526481,7.1085296,-3.8040323,5.894457,-4.57033,,,,,,,,,,,,,,
75.281876,22.425604,3.4435754,-10.413107,6.292223,-4.1623106,5.5054626,-4.268475,5.880749,-7.042779,5.0777416,-3.5354414,,,,,,,,,,,,,,
77.95961,22.725449,5.150099,-9.61149,7.7756767,-3.0935857,4.7297096,-4.885769,4.899373,-7.5179543,2.1681743,-4.863674,,,,,,,,,,,,,,
68.910576,29.874834,4.287633,-9.705565,6.6047072,-5.9805856,5.76411,-5.4667983,6.096847,-8.462916,4.4889417,-6.4091296,,,,,,,,,,,,,,
77.43577,22.065533,10.776158,-7.5565753,3.504018,-3.7831569,5.7767015,-4.522488,4.048174,-6.9894385,2.1940823,-4.9604745,,,,,,,,,,,,,,
67.48128,22.362047,10.673987,-5.2936745,4.7474556,-5.17981,3.516993,-6.599717,2.9630854,-7.2990437,2.2153914,-5.532562,,,,,,,,,,,,,,
55.663315,27.024035,13.282863,-5.4508405,4.644995,-7.3986893,3.1634152,-6.8473167,3.6099946,-7.5999584,2.590965,-6.667176,,,,,,,,,,,,,,
60.31279,23.342138,13.294983,-6.036712,2.973326,-5.4202447,4.622083,-5.731084,2.8774197,-7.4918857,2.3183932,-5.7067356,,,,,,,,,,,,,,
66.97845,16.697102,11.945995,-4.0448537,2.3970609,-5.3366003,3.1544971,-6.2281117,1.5112062,-6.3582377,2.7958696,-4.808414,,,,,,,,,,,,,,
61.689156,20.721214,8.7869625,-8.3334675,3.2871377,-4.1366296,5.2074676,-5.6472635,2.9565196,-5.7058597,3.2656996,-7.025011,,,,,,,,,,,,,,
63.941284,27.931652,1.7671577,-7.00379,2.9306784,-3.872649,6.080012,-6.4030557,4.9083986,-5.4793143,3.7597802,-7.0760717,,,,,,,,,,,,,,
56.28809,24.31812,2.3568125,-10.715487,4.8430185,-2.4927626,4.731973,-7.4684963,4.906865,-4.282551,4.652142,-6.9720764,,,,,,,,,,,,,,
65.123726,22.290213,8.960641,-7.50331,4.314496,-1.4165851,6.2437887,-7.0652137,3.1789913,-6.180651,1.8164077,-6.9444327,,,,,,,,,,,,,,
54.04251,25.961294,6.616466,-7.888845,6.6776414,-1.5284598,6.3413415,-6.6975513,4.8230586,-6.66871,3.4379053,-5.944706,,,,,,,,,,,,,,
55.6136,27.429615,9.264202,-7.357614,4.340089,-4.016997,4.7984686,-6.4705744,6.06283,-5.397463,5.046781,-4.674233,,,,,,,,,,,,,,
55.438232,24.975857,8.020307,-6.7736998,4.2765665,-3.0261405,5.004377,-5.8060417,5.752237,-3.1951525,5.7935805,-4.8131905,,,,,,,,,,,,,,
59.86517,21.522768,7.750367,-5.19451,2.9504483,-5.73083,3.10528,-6.32925,4.417588,-6.5437403,3.2434826,-3.8010526,,,,,,,,,,,,,,
64.40557,21.999842,6.6695814,-5.5257225,5.1452236,-4.740335,3.702555,-6.286388,5.3559203,-4.4463277,5.072199,-2.4091568,,,,,,,,,,,,,,
66.233154,26.161959,6.60312,-9.072928,4.338486,-2.9454088,5.7662086,-3.8398879,7.3117895,-3.502094,7.5556917,-2.918267,,,,,,,,,,,,,,
73.00902,23.09413,8.675305,-5.464734,5.2019706,-4.806869,3.5716393,-5.701864,5.687029,-2.7710989,6.01036,-4.0840607,,,,,,,,,,,,,,
68.360886,28.911657,9.772765,-5.891296,5.3844295,-4.3148303,4.822497,-6.964261,6.503683,-4.51328,6.6576724,-3.639347,,,,,,,,,,,,,,
65.1129,25.702595,10.853951,-6.533034,4.6050706,-2.5047238,6.3109393,-4.5888467,6.004945,-1.9063672,7.5080447,-6.4236236,,,,,,,,,,,,,,
66.7734,27.99871,4.2478795,-9.174206,3.8684332,-5.1923413,4.9298496,-5.9452143,4.7303786,-8.8782015,4.8820243,-4.656566,,,,,,,,,,,,,,
77.276344,16.011082,5.466008,-6.867694,4.2333646,-4.065179,3.2252383,-4.6998777,6.7655954,-3.3567533,2.5268402,-4.9042645,,,,,,,,,,,,,,
52.93139,24.84244,5.522474,-11.538682,7.7198405,-3.9767113,4.8609753,-6.29896,7.8112082,-3.9661305,3.4904635,-4.990025,,,,,,,,,,,,,,
64.72425,16.792635,8.369645,-5.230393,6.4807615,-0.2222324,6.8742733,-3.1359265,5.362855,-4.9660726,2.1094933,-5.2781973,,,,,,,,,,,,,,
72.85335,20.992634,9.7601795,-4.995608,7.474279,-1.6337051,6.2779865,-4.1453466,4.5911865,-6.2241535,2.1517956,-6.8181677,,,,,,,,,,,,,,
65.34176,23.656862,10.922483,-7.006931,8.99188,-3.0613284,5.7698426,-2.7887917,5.866245,-7.410093,0.7940973,-7.432647,,,,,,,,,,,,,,
69.223656,23.049053,10.190245,-6.7232127,7.556424,-2.698719,4.8281946,-6.0416417,3.8059282,-6.489722,2.244432,-7.566835,,,,,,,,,,,,,,
69.34761,19.863934,10.188284,-6.502653,5.3664393,-1.2068074,6.9827952,-3.2602477,4.728926,-6.0678515,2.121099,-5.6397,,,,,,,,,,,,,,
77.84317,30.660597,7.744781,-6.955404,9.947965,-3.7275732,7.853233,-1.9278818,8.704058,-5.7052274,5.132127,-3.5129645,,,,,,,,,,,,,,
80.38503,27.800497,7.328448,-4.7555394,8.587861,-3.8360517,7.8637114,-1.5267637,7.630024,-6.548967,6.0306277,-3.108817,,,,,,,,,,,,,,
79.47232,29.995764,5.970275,-5.4342647,10.340954,-4.513691,6.7170706,-2.715986,6.772223,-8.031616,5.383568,-3.2465062,,,,,,,,,,,,,,
90.88552,23.722189,6.227991,-5.50386,9.352797,-2.0200849,7.4675574,-1.400108,7.0388956,-5.0799594,4.4336653,-4.760793,,,,,,,,,,,,,,
80.28596,25.647781,3.7060463,-5.277099,9.18638,-3.8102129,10.378767,-0.68668085,7.9068537,-6.8753247,4.8740377,-3.490965,,,,,,,,,,,,,,
74.37958,19.82684,3.5577488,-6.269094,7.8847766,-3.1929002,8.095922,-1.2450112,4.959522,-8.57435,3.9078944,-2.6739817,,,,,,,,,,,,,,
61.36064,27.533323,-0.74576735,-4.400782,6.1497107,-4.217952,7.8825045,-0.7405716,8.006813,-8.931552,5.840491,-3.032382,,,,,,,,,,,,,,
74.21075,18.813732,4.763569,-5.2765903,7.2061224,-4.2230906,5.2368937,-0.52516395,5.9923067,-7.2837014,3.534485,-3.1471453,,,,,,,,,,,,,,
70.3505,21.67715,10.065676,-3.948913,9.058433,-1.7531615,8.553557,-2.2042243,6.1663156,-5.359597,3.7743332,-5.1913266,,,,,,,,,,,,,,
78.59767,20.815783,10.601286,-4.350324,7.150508,-2.2759035,6.750084,-2.6103745,5.8681207,-5.954777,3.1841784,-6.0653644,,,,,,,,,,,,,,
74.999725,17.80521,11.262872,-3.3083138,6.214218,-4.326837,4.41435,-3.9347668,4.9093966,-5.354594,3.0322921,-5.45785,,,,,,,,,,,,,,
57.976223,21.265089,8.943923,-6.3872,5.602235,-4.6794596,4.7734838,-5.4593596,5.1570625,-3.7919405,5.041922,-5.6047096,,,,,,,,,,,,,,
68.25296,25.75146,4.821256,-6.3804355,5.3495555,-4.4427514,6.549662,-4.4620476,6.230779,-8.398838,3.7778955,-6.4042883,,,,,,,,,,,,,,
68.931755,25.602814,8.902056,-7.5687275,3.638904,-5.893632,6.01651,-4.553974,5.4144955,-8.127255,3.1519408,-4.4686007,,,,,,,,,,,,,,
79.88786,16.972134,11.984447,-4.0707746,4.253154,-4.520871,3.9308183,-4.038429,5.4318805,-5.8930006,3.431329,-3.6108308,,,,,,,,,,,,,,
53.82842,23.008427,12.916114,-5.528126,4.984651,-6.638001,3.5877585,-4.7018385,6.386391,-5.637865,5.3145065,-4.993873,,,,,,,,,,,,,,
67.44135,20.176487,13.749131,-3.8853052,5.4815545,-5.2928934,4.387975,-5.143817,6.4220824,-3.4164352,5.0809836,-5.9236875,,,,,,,,,,,,,,
65.58354,27.503698,14.60026,-7.2320642,5.842299,-4.7288833,5.521898,-5.6455574,7.0464563,-3.266092,4.8017793,-5.5567055,,,,,,,,,,,,,,
68.85662,22.592308,11.691811,-4.6259966,5.8610954,-4.8089485,5.0423894,-5.880639,5.5199738,-5.2558084,4.906074,-4.0816574,,,,,,,,,,,,,,
78.03111,14.424621,10.898925,-0.13725288,8.480854,-2.0280507,5.5457754,-3.3834798,4.8996577,-5.126478,4.399114,-3.1594737,,,,,,,,,,,,,,
74.733,19.215853,3.1722147,-4.5318475,8.961375,-0.39883393,4.1273174,-4.680741,5.378562,-6.142076,6.038702,-1.3405004,,,,,,,,,,,,,,
78.92542,16.039843,5.303036,-3.5101283,8.986328,-1.734146,3.7977805,-2.5967104,6.835356,-6.2576957,2.830522,-4.3778048,,,,,,,,,,,,,,
67.92408,22.385113,2.0941253,-4.801409,8.340552,-1.7525283,8.089015,-2.6879895,5.792015,-9.766453,4.27804,-4.7463207,,,,,,,,,,,,,,
63.285423,19.82909,8.273375,-4.089741,8.69045,-2.106051,6.545028,-4.149479,4.961518,-6.3040214,5.40733,-2.8066075,,,,,,,,,,,,,,
72.920135,24.360397,7.4908047,-6.3337445,9.02,-2.8389347,7.0497346,-4.431763,6.8241806,-5.904359,3.6304169,-5.8930345,,,,,,,,,,,,,,
76.82192,25.315157,4.911816,-7.2429466,6.095867,-3.6355588,6.716008,-3.73353,5.454627,-5.7756567,6.577558,-4.6403093,,,,,,,,,,,,,,
75.23348,21.138075,5.272873,-8.343235,5.113765,-2.0541513,8.156574,-1.7726433,4.6020675,-6.18074,3.647537,-4.57499,,,,,,,,,,,,,,
71.08772,23.321383,4.4475436,-8.419221,4.9151626,-3.2636075,6.3067994,-4.424321,4.6083503,-6.907058,4.4773574,-4.577867,,,,,,,,,,,,,,
75.45439,23.943306,12.038481,-6.7415533,3.1492,-6.548239,3.5798147,-4.617306,3.899968,-5.6778984,6.0621495,-2.7551832,,,,,,,,,,,,,,
81.15143,20.759958,11.002814,-6.1572075,3.1905735,-5.7079997,3.8806238,-6.711433,0.31547388,-9.009307,6.3315053,-1.2652442,,,,,,,,,,,,,,
84.56221,20.956656,13.484299,-4.445005,2.7384953,-6.573843,3.6330693,-6.0222445,2.887357,-7.1615987,4.2922826,-2.405847,,,,,,,,,,,,,,
83.43066,17.084469,11.166912,-4.1962843,3.2566798,-6.7900734,3.1376648,-4.371658,4.485074,-5.8714404,4.2297106,-1.5586452,,,,,,,,,,,,,,
81.01799,20.088083,7.072511,-6.320066,2.293434,-4.998724,7.7645955,-3.8287134,4.2727485,-4.586833,5.35039,-5.0314198,,,,,,,,,,,,,,
84.70532,18.34676,4.6540246,-6.86258,1.4155365,-4.515019,8.879924,-2.9027586,4.705463,-2.66121,5.622622,-6.7775526,,,,,,,,,,,,,,
75.7905,14.321737,5.369176,-4.478863,3.3706605,-3.8147447,7.736423,-3.5735555,4.492486,-2.521596,6.0833282,-6.04443,,,,,,,,,,,,,,
53.282906,21.599499,6.1855316,-3.1371093,6.882519,-5.2476335,5.5462966,-6.6699395,5.7236433,-5.9523726,3.9689143,-4.933168,,,,,,,,,,,,,,
72.13308,17.923258,6.359142,-7.436267,1.1700627,-7.537554,3.5938785,-7.0652995,1.3687109,-8.4460335,4.884703,-1.7598884,,,,,,,,,,,,,,
88.864105,19.086124,8.188003,-8.130529,1.5439013,-7.1186028,2.6315367,-6.802431,1.212223,-8.24665,3.7275345,-2.011181,,,,,,,,,,,,,,
82.39796,14.853762,5.8580317,-8.317921,0.025343627,-8.561137,1.5918092,-4.225149,4.412103,-6.2058196,2.710541,-2.3256164,,,,,,,,,,,,,,
49.62086,20.490145,5.2747784,-7.8980064,4.7683725,-5.1188855,4.951069,-5.5668,3.2505276,-7.703986,3.0813863,-3.0091345,,,,,,,,,,,,,,
55.564503,25.985725,5.76329,-8.663042,3.048957,-5.896437,3.8814416,-5.9486585,5.0385857,-7.889175,2.6505215,-4.584751,,,,,,,,,,,,,,
66.07531,21.621496,5.924382,-11.143897,1.1892974,-5.4549136,6.4118843,-2.1216938,4.5470953,-6.700103,6.0736194,-2.948761,,,,,,,,,,,,,,
58.945843,28.536413,4.4968443,-9.351844,2.4689825,-7.6539507,3.8988569,-3.6077397,3.697311,-10.546139,5.508458,-2.0380332,,,,,,,,,,,,,,
49.6666,25.423044,5.7998066,-6.8859677,5.540454,-4.8171234,3.2324796,-7.574617,3.948302,-7.0996375,2.5684536,-4.722342,,,,,,,,,,,,,,
76.78702,23.20939,3.8596642,-5.5828533,7.061156,-1.8315729,3.2383716,-3.868848,8.520687,-6.8298345,4.5645266,-1.6903622,,,,,,,,,,,,,,
84.90835,19.417252,5.0474014,-2.410915,8.835187,-1.4114699,4.5189247,-2.7467163,7.3440843,-7.844157,3.6765451,-2.7198675,,,,,,,,,,,,,,
77.6577,22.204252,7.0876627,-3.15758,8.613307,-1.759102,3.461804,-4.055242,7.212539,-8.828015,3.770619,-1.2767888,,,,,,,,,,,,,,
63.914,20.914272,8.445829,-4.248398,7.9247026,-3.2570705,3.628731,-6.888628,5.07177,-5.468501,5.232879,-3.019429,,,,,,,,,,,,,,
62.017536,19.823292,8.146307,-5.956981,5.755409,-3.380307,5.360337,-4.733803,5.141264,-3.989806,5.560738,-3.3408601,,,,,,,,,,,,,,
61.476147,23.296574,5.5576057,-8.865755,5.4349904,-4.3964176,5.5585437,-5.3964686,5.862734,-5.839564,3.2371042,-4.5357513,,,,,,,,,,,,,,
60.34222,27.00661,6.955087,-6.8144913,5.092621,-4.4519114,6.1791697,-5.144809,5.609381,-6.7020493,1.4179474,-6.9244895,,,,,,,,,,,,,,
66.56977,23.965813,5.934783,-7.9814324,3.950188,-5.2472906,5.1790104,-6.9795823,3.6067886,-6.045358,2.292041,-6.3818655,,,,,,,,,,,,,,
71.75079,15.355487,9.576601,-2.361393,7.2161345,-1.7762501,4.9679093,-4.169701,4.956205,-3.780592,2.4548671,-7.3398514,,,,,,,,,,,,,,
66.111465,20.272303,9.951857,-3.4786618,8.350627,-1.7941014,4.8856215,-5.556648,5.8556075,-3.6002593,3.2152286,-6.879976,,,,,,,,,,,,,,
64.65557,24.76664,10.525152,-5.6282144,7.1118417,-1.3147514,6.547754,-5.302765,7.04178,-3.7328784,3.351647,-7.261431,,,,,,,,,,,,,,
74.1396,17.175026,11.331875,-2.2889779,7.422471,-1.5829741,4.4325914,-5.6929483,4.3046875,-2.7061856,5.000107,-5.311591,,,,,,,,,,,,,,
57.458935,27.896439,7.0229897,-8.968881,6.827766,-3.7148771,5.18134,-6.165385,7.0143003,-4.024802,3.7136111,-6.855714,,,,,,,,,,,,,,
59.496277,21.30014,8.692365,-7.019012,3.4639554,-5.1163406,3.3148923,-4.74475,6.856741,-3.868602,3.8821926,-5.888565,,,,,,,,,,,,,,
58.775257,20.21295,6.3382664,-5.950758,5.6860385,-4.6683393,4.385902,-5.3020926,3.9439275,-3.5471802,4.649837,-4.4717717,,,,,,,,,,,,,,
43.44092,24.41022,4.788552,-6.1228137,7.883749,-4.211585,5.9980245,-6.527518,6.3955936,-4.990986,4.8291907,-4.506868,,,,,,,,,,,,,,
61.784718,24.764776,4.700029,-7.2958746,7.4649262,-5.6085353,5.305194,-4.1853275,9.116786,-3.2611191,7.4728065,-5.1925983,,,,,,,,,,,,,,
74.82006,24.228056,9.385968,-7.942342,5.0732627,-5.0315423,3.8057916,-5.676715,7.962244,-2.0351565,5.631483,-6.994198,,,,,,,,,,,,,,
70.5524,25.578161,9.351886,-8.539467,5.948164,-5.5524626,2.7830145,-5.5158525,7.9001656,-4.9594975,2.7409716,-6.5964646,,,,,,,,,,,,,,
69.050964,27.058327,7.6402593,-9.347414,5.757413,-4.759796,5.269815,-4.2066216,10.48099,-3.2560906,3.2528481,-6.1630836,,,,,,,,,,,,,,
62.549854,26.374155,7.0521355,-7.392831,4.1373386,-6.635532,5.089084,-4.728795,9.3427515,-4.0229273,1.9974464,-8.413317,,,,,,,,,,,,,,
80.52954,15.587229,7.2148676,-5.8760796,4.6487284,-3.418984,6.1759825,-1.7110858,7.388025,-2.826032,3.6669598,-6.1893325,,,,,,,,,,,,,,
67.09328,23.72976,8.738659,-6.047186,7.097462,-4.8042164,4.103766,-4.8582354,9.374711,-5.1979647,2.3118887,-6.3678856,,,,,,,,,,,,,,
60.865917,21.854786,7.692259,-2.8947518,7.952299,-5.293074,1.6323011,-6.127606,7.204501,-4.2763486,2.1405,-4.921116,,,,,,,,,,,,,,
61.69904,24.113249,8.454448,-5.088009,7.376781,-3.3403738,4.2502165,-6.478635,6.588296,-3.9374352,2.7731462,-6.2179956,,,,,,,,,,,,,,
74.657974,21.11514,10.207428,-6.1971664,4.4950986,-3.9347975,5.310433,-3.012656,6.7284923,-5.9107165,1.6154417,-5.6743455,,,,,,,,,,,,,,
63.73249,30.605719,7.413914,-10.18058,9.1982,-4.4941335,5.695927,-4.527443,9.098587,-8.6132965,1.7867732,-7.2585597,,,,,,,,,,,,,,
74.37507,18.903152,9.630099,-4.4456964,6.1456165,-3.072277,6.7482805,-1.9597148,5.885889,-7.3888783,0.10350576,-6.5382166,,,,,,,,,,,,,,
67.38438,23.11922,9.357092,-5.836049,6.376535,-3.8749585,6.488293,-2.9261363,7.3788943,-5.1411057,2.0586765,-8.049749,,,,,,,,,,,,,,
71.97811,18.755995,8.013159,-5.2773128,5.9765687,-4.549175,4.649911,-2.9161735,6.86288,-4.895523,2.3830857,-6.5158896,,,,,,,,,,,,,,
67.0074,22.407763,10.3381815,-5.8506713,5.842476,-4.896441,2.5848389,-6.1185493,6.292941,-7.1829925,0.8199756,-7.274557,,,,,,,,,,,,,,
70.16658,16.433582,10.60853,-6.1410136,3.4845757,-4.934937,3.742864,-3.0553446,7.55192,-4.5056024,0.56159234,-6.4151134,,,,,,,,,,,,,,
72.43622,12.956735,9.572643,-2.9951186,5.408179,-3.1863105,5.249557,-2.8873792,4.510424,-5.9888663,1.6503556,-5.0737033,,,,,,,,,,,,,,
72.65988,8.321442,6.7920084,-3.3634598,5.4032254,-2.0132194,5.8662176,-2.3427103,4.305836,-5.049879,3.123395,-3.3917456,,,,,,,,,,,,,,
70.120316,8.532847,8.368294,-2.8891199,3.7124949,-4.540733,3.5624568,-4.2996264,3.2005057,-4.7751865,3.7088223,-3.5996382,,,,,,,,,,,,,,
65.62417,9.675652,7.4674144,-4.784717,3.615469,-3.9955797,3.6308038,-4.8114233,3.9755166,-4.609243,3.0006375,-4.204981,,,,,,,,,,,,,,
55.60895,13.743784,10.811726,-3.567232,4.051971,-4.8440742,3.3970737,-5.1415343,4.4045854,-5.2644897,2.4712596,-5.432063,,,,,,,,,,,,,,
53.782513,10.086875,7.9403973,-4.1026807,4.593107,-2.6286292,5.2854366,-3.8187933,3.406719,-6.42888,0.9386476,-6.3353815,,,,,,,,,,,,,,
24.800806,18.95563,8.8390045,-8.549114,2.3607543,-1.6004698,1.4679697,-6.4031124,5.145,-7.350516,-0.65958244,-9.25309,,,,,,,,,,,,,,
30.555025,18.912708,9.191406,-8.674213,3.0433626,-4.727403,5.5825725,-3.900085,6.1958065,-4.3281083,4.097193,-5.1744804,,,,,,,,,,,,,,
55.4657,11.946898,10.0454035,-3.7597778,3.1983151,-4.835287,3.6600826,-5.07781,3.1008456,-5.391675,3.4399374,-3.9276145,,,,,,,,,,,,,,
54.487137,18.440432,11.017708,-6.284728,3.93106,-4.0931816,5.164582,-5.386273,2.9015238,-5.5369086,3.6821246,-5.681859,,,,,,,,,,,,,,
36.462204,23.56725,16.55294,-5.6068425,4.7479134,-4.465565,6.989351,-4.354663,4.9965544,-6.902706,2.5986195,-6.1090236,,,,,,,,,,,,,,
53.48703,11.415201,11.470803,-0.99656916,5.7163467,-3.3215492,4.419383,-5.0751605,2.7189362,-5.451916,4.0582705,-3.390712,,,,,,,,,,,,,,
57.22087,10.7939,10.452339,-1.81851,3.456112,-5.3509026,2.6897538,-4.4728756,3.692881,-4.4058585,3.4500637,-4.022907,,,,,,,,,,,,,,
20.475813,16.17427,14.020196,-1.6538067,4.2170086,-5.0245843,4.440927,-4.345438,4.188452,-5.148108,3.754566,-5.115695,,,,,,,,,,,,,,
17.641956,11.722893,9.692963,-3.8157701,3.3532205,-4.674248,3.3686976,-5.9340386,2.6693375,-5.1230955,4.0509386,-4.395814,,,,,,,,,,,,,,
-24.751972,24.956669,11.473205,-6.718522,5.706117,-6.7189245,4.9402275,-6.579607,5.8255167,-4.671032,4.1560583,-5.499762,,,,,,,,,,,,,,
12.649893,13.934688,3.4711847,-8.055129,5.214586,-1.4865985,2.3257208,-8.48632,4.0794463,-4.9456644,3.4484215,-5.207412,,,,,,,,,,,,,,
69.792656,17.619844,1.79392,-5.378229,7.6022086,0.03563624,6.5510283,-3.4116373,7.558835,-4.6142263,2.9927182,-4.476824,,,,,,,,,,,,,,
102.93288,16.73042,2.7128875,-6.084816,6.2443023,-1.0899754,6.9848814,-1.5628551,7.886569,-1.9540098,5.5082264,-5.618561,,,,,,,,,,,,,,
109.24749,16.552797,6.9900594,-4.396245,5.8426495,-1.3302257,5.857036,-3.2311027,5.1906867,-3.8505359,4.405017,-4.066314,,,,,,,,,,,,,,
97.804245,25.449926,4.3342624,-7.6904526,5.5305233,-1.9704769,6.112797,-3.5459661,8.195127,-4.7544456,6.792743,-4.738426,,,,,,,,,,,,,,
97.065735,22.323267,4.0560985,-6.292219,7.073922,-0.0149084935,9.538638,-2.1955268,8.515439,-4.292623,3.2468417,-5.3897176,,,,,,,,,,,,,,
93.00323,21.291508,6.8398223,-7.643776,5.504887,-1.980262,5.231033,-4.4848933,7.568057,-5.669644,2.367093,-4.5474257,,,,,,,,,,,,,,
91.15366,25.659021,5.558404,-8.143787,4.5075345,-4.354135,5.5402822,-5.0910497,7.4402103,-8.61523,2.728954,-5.778841,,,,,,,,,,,,,,
85.9237,24.023806,2.610566,-4.9390693,6.1786623,-3.366128,3.142235,-5.0794244,6.9294553,-6.5948296,5.920885,-1.6765352,,,,,,,,,,,,,,
87.90952,23.927279,2.988544,-7.3359547,7.234834,-1.9066367,6.472928,-2.6959631,6.699174,-5.1206646,2.997278,-4.591677,,,,,,,,,,,,,,
86.72047,20.357224,4.7881155,-5.459905,6.2142887,-2.6944506,5.371084,-2.8797574,6.979458,-6.8903446,2.1192038,-3.2543633,,,,,,,,,,,,,,
78.66635,26.886442,3.6942961,-7.8706098,4.426032,-4.168574,6.4281635,-5.6877146,5.6214385,-6.8838916,2.252257,-5.805759,,,,,,,,,,,,,,
85.65778,20.357878,5.7513003,-7.5023313,3.715709,-6.088183,3.3238862,-3.983064,4.759064,-5.2871237,3.7602625,-3.312399,,,,,,,,,,,,,,
78.11569,24.508888,5.2323713,-7.403946,5.307133,-4.30407,4.915779,-3.9065216,7.282219,-4.94219,3.3528483,-5.164429,,,,,,,,,,,,,,
57.195194,27.32714,3.2895262,-8.079103,5.9445944,-4.0514317,5.492111,-5.5294228,5.5073266,-5.6399946,4.871458,-5.0781274,,,,,,,,,,,,,,
63.227135,26.196568,5.0131483,-3.556464,6.2334332,-5.974681,3.9557333,-5.6585827,8.040569,-2.126409,5.0710373,-4.032942,,,,,,,,,,,,,,
75.50805,19.855833,7.255965,-5.980275,4.8896585,-3.6934502,4.5818596,-5.667996,4.403387,-3.3217442,5.0500317,-2.0699596,,,,,,,,,,,,,,
65.34405,18.406498,5.969675,-3.9949021,6.818489,-4.530903,2.1003838,-4.502912,8.13267,-2.6375437,3.6797898,-3.186569,,,,,,,,,,,,,,
53.966106,27.377666,5.242174,-6.600419,7.6487994,-4.105091,5.035551,-6.6540527,6.053519,-3.981382,4.8850913,-1.6737753,,,,,,,,,,,,,,
58.817734,25.618135,9.821651,-6.490099,8.357452,-3.3559434,5.2906647,-4.8089437,7.4160194,-2.5982084,5.393778,-3.8775082,,,,,,,,,,,,,,
54.678844,24.05535,8.470787,-8.847524,4.739203,-4.0163474,4.31797,-4.5131536,6.2302914,-3.908137,4.8010592,-2.7461474,,,,,,,,,,,,,,
63.68122,18.52293,11.124834,-4.4274416,5.2585874,-3.7238517,5.3287854,-2.8462431,6.7151318,-2.0840707,6.335512,-3.1668675,,,,,,,,,,,,,,
44.928085,23.6322,10.026837,-6.305867,5.0091085,-4.018409,4.242039,-5.0038457,5.075722,-5.6660614,2.6352866,-4.8796268,,,,,,,,,,,,,,
