mfcc1, mfcc2, mfcc3, mfcc4, mfcc5, mfcc6, mfcc7, mfcc8, mfcc9, mfcc10, mfcc11, mfcc12,,,,,,,,,,,,,,
88.20522,17.769518,9.966358,-3.0886366,6.4297714,-3.1621814,5.0196295,-3.122571,5.6874714,-4.2328796,4.339741,-3.95407,,,,,,,,,,,,,,
66.19965,26.447327,7.275585,-4.694583,8.645776,-4.1151423,5.4013953,-5.1482887,5.014568,-7.1706195,3.809378,-4.893893,,,,,,,,,,,,,,
74.42151,23.586405,9.686217,-5.181029,6.0352182,-4.2134027,4.640657,-3.6016355,7.101184,-4.5166054,5.5623884,-2.9948974,,,,,,,,,,,,,,
66.05516,23.514044,9.144491,-4.774224,6.6804914,-4.706671,3.9369938,-4.565231,6.7030163,-3.1231327,5.803428,-3.8916483,,,,,,,,,,,,,,
59.26971,24.720398,8.271872,-4.6471176,8.184887,-5.9606547,4.3208995,-4.5682144,7.419644,-2.8046594,5.38189,-4.440353,,,,,,,,,,,,,,
63.04278,22.332357,8.258862,-6.379157,6.1082935,-3.218793,6.746346,-3.7347693,7.2443843,-1.6478922,5.8398104,-5.4949646,,,,,,,,,,,,,,
63.114006,26.583773,9.564734,-7.0177865,7.476418,-5.6298513,5.3795476,-4.8902736,7.1477227,-3.2540393,5.7889285,-4.5309935,,,,,,,,,,,,,,
59.627045,26.807457,7.3559866,-7.372303,7.330298,-3.6709268,5.101313,-4.755148,6.3183007,-6.096315,2.9913802,-6.0200567,,,,,,,,,,,,,,
89.943535,22.43231,8.478535,-4.5035377,6.7066307,-4.3672857,5.4101353,-3.8447254,6.463796,-2.6612508,7.8300943,-4.318603,,,,,,,,,,,,,,
104.066284,17.578777,9.3994665,-3.4475734,4.7775183,-4.342157,3.4555085,-4.227967,5.700005,-2.302181,6.4082675,-4.327049,,,,,,,,,,,,,,
90.08229,22.881855,8.796047,-3.0271447,6.44702,-6.689063,4.8979745,-2.4447508,4.431186,-5.545807,6.874314,-3.91228,,,,,,,,,,,,,,
83.367615,26.551016,8.328778,-3.1111155,7.8412786,-5.2882013,5.531286,-4.0917487,5.9954543,-4.7958984,6.23728,-6.455527,,,,,,,,,,,,,,
78.08459,27.403952,5.632741,-1.9119933,9.568375,-5.298741,5.319338,-4.4915466,7.261043,-4.440015,5.7635217,-4.5683694,,,,,,,,,,,,,,
94.72928,13.585877,7.37575,-4.767906,3.4714725,-3.6474185,5.0467978,-2.928443,4.4153085,-3.9307134,5.197737,-0.6048881,,,,,,,,,,,,,,
74.3993,27.22059,4.528598,-5.105142,6.662879,-4.1118693,5.9923506,-5.513499,4.6591926,-4.670235,6.575165,-2.3333507,,,,,,,,,,,,,,
80.33837,19.693207,6.2305474,-4.906088,4.4366665,-5.3210974,5.0631933,-2.3926985,6.9872155,-3.295882,6.0411315,-1.74837,,,,,,,,,,,,,,
76.61113,27.48552,3.605653,-4.8218126,4.7200065,-5.3504786,7.4453535,-3.490139,7.8350625,-3.0841248,5.830965,-3.2717671,,,,,,,,,,,,,,
82.93061,24.176199,7.131492,-3.1300387,7.496542,-5.800562,5.217579,-4.522337,7.2312,-4.4476776,5.733927,-2.9365253,,,,,,,,,,,,,,
77.414444,26.42161,7.048001,-2.861592,6.9142036,-5.032049,4.9182687,-6.544385,5.346337,-5.474176,5.23184,-4.8727717,,,,,,,,,,,,,,
74.48249,27.77877,7.7912493,-2.8944604,7.662435,-6.5468483,4.557399,-5.344327,6.13058,-6.474209,4.2528067,-3.9148176,,,,,,,,,,,,,,
81.34107,17.789423,9.738667,-3.2707114,6.8207583,-3.1977088,4.2903404,-4.930545,5.2091155,-3.8555663,4.3215094,-4.222763,,,,,,,,,,,,,,
90.630615,25.14063,5.7461123,-1.3625735,7.7171416,-4.9157147,5.0306997,-3.8091483,7.285297,-5.5645757,5.9800878,-2.7898176,,,,,,,,,,,,,,
88.12887,26.112179,4.474869,-3.6535053,7.966692,-4.1462746,5.8148193,-6.2232876,4.1553903,-3.7950065,7.181825,-3.3346643,,,,,,,,,,,,,,
79.75906,30.53274,3.7729192,-7.756612,6.230866,-5.6570144,4.7090077,-4.615519,6.0390573,-5.9404902,6.681189,-4.9939094,,,,,,,,,,,,,,
74.33971,27.546421,8.546776,-5.146484,10.508316,-5.670597,4.908766,-5.8368783,5.703027,-4.379242,7.167192,-3.7332108,,,,,,,,,,,,,,
81.85042,25.304472,14.112733,-4.6772943,5.120811,-4.4947553,5.563317,-5.700796,4.996017,-3.7865593,7.2010336,-3.5331666,,,,,,,,,,,,,,
68.48146,29.254396,9.978053,-9.039146,6.6427326,-5.0287175,5.1571126,-5.400566,5.954188,-4.56543,6.8819304,-5.5370207,,,,,,,,,,,,,,
80.144264,17.573284,12.018278,-3.1369803,5.5095277,-3.2432182,5.198889,-3.7582626,6.64555,-2.2137957,5.932284,-4.3651123,,,,,,,,,,,,,,
56.178165,25.342382,9.350051,-8.943141,5.1376514,-5.805093,3.855135,-6.3283415,6.11451,-2.0080388,7.3717985,-4.532986,,,,,,,,,,,,,,
48.794754,27.679663,10.396178,-9.624763,6.9928155,-4.8840303,6.3858047,-3.7677069,7.1521072,-3.308122,7.5793414,-5.58986,,,,,,,,,,,,,,
55.039658,19.507359,11.704083,-5.983509,5.370955,-4.0759196,6.282382,-3.664198,5.572535,-4.4212837,4.479261,-5.574316,,,,,,,,,,,,,,
41.037598,24.74478,11.97283,-6.847487,6.9443464,-3.143204,6.285893,-5.8102255,6.368806,-4.180914,5.5572515,-5.391753,,,,,,,,,,,,,,
44.13481,23.972673,9.644326,-8.634382,5.974952,-4.009047,4.408112,-4.7888594,7.1807065,-2.7510664,6.3447285,-4.854693,,,,,,,,,,,,,,
82.403656,23.484434,8.949584,-3.5233047,8.835292,-4.031482,6.124539,-4.582305,8.567817,-4.399878,6.0791817,-4.6919427,,,,,,,,,,,,,,
95.59059,24.001219,6.9874616,-5.6497726,5.752131,-6.616824,4.315798,-3.6721613,6.852622,-2.9346182,6.5478983,-5.438942,,,,,,,,,,,,,,
92.1557,23.668207,10.160297,-4.6034465,4.6304855,-6.5007973,4.4916325,-4.2215495,5.9094234,-2.4465976,6.029592,-5.238508,,,,,,,,,,,,,,
85.20712,19.897299,8.294397,-6.272677,5.101572,-5.370083,4.340444,-3.3159895,7.9993625,-2.3987162,6.01719,-3.9516828,,,,,,,,,,,,,,
76.99071,27.404615,5.3889437,-7.770683,6.342495,-5.2314577,7.4649596,-3.9066615,8.3737755,-5.396918,6.383664,-5.201255,,,,,,,,,,,,,,
80.160736,24.283222,8.143622,-3.9058235,6.4833255,-4.4781766,5.016541,-4.803301,5.47478,-4.595655,5.629004,-4.278585,,,,,,,,,,,,,,
71.29932,26.484463,6.0517488,-3.8890445,6.928777,-4.3568406,5.9944544,-7.5447283,5.172129,-5.178521,5.869094,-4.218453,,,,,,,,,,,,,,
75.65942,22.00756,6.751557,-6.0841293,6.7643914,-3.0568118,4.8937497,-5.4888062,5.266922,-4.391599,4.7019887,-3.848432,,,,,,,,,,,,,,
64.74391,28.282188,2.5570552,-6.862148,5.499474,-4.955881,4.50899,-6.202318,5.897576,-6.3895836,6.3675385,-5.6026874,,,,,,,,,,,,,,
74.15988,30.272207,4.980306,-8.03818,2.9568334,-6.8245974,4.5717754,-4.8026056,6.289472,-4.1292033,6.852814,-4.3862166,,,,,,,,,,,,,,
74.49137,30.845566,7.1539674,-9.130561,6.3064055,-5.3408747,7.776566,-6.1439233,4.4474816,-3.981656,6.382344,-4.9704194,,,,,,,,,,,,,,
75.67876,29.22704,8.793178,-9.388378,4.8831525,-5.6125746,4.9042,-5.145717,5.013354,-5.2040215,6.4022317,-5.426841,,,,,,,,,,,,,,
78.303375,26.82354,10.306812,-8.772306,4.2737756,-5.012205,4.0855837,-5.1622424,6.3182197,-5.0804744,5.3398223,-2.5015225,,,,,,,,,,,,,,
71.40069,23.394825,11.37006,-5.506407,4.770018,-4.2301054,4.585959,-5.6747274,4.4153605,-4.773175,5.1851287,-3.5527577,,,,,,,,,,,,,,
85.816925,19.872417,8.996333,-2.5604358,6.807746,-3.8674383,3.3847501,-5.307984,5.9272947,-3.655246,5.2435694,-3.0662372,,,,,,,,,,,,,,
81.19705,22.59773,6.5492797,-5.82206,6.9829936,-4.436337,3.7903955,-6.458145,6.933264,-4.2580132,2.820867,-4.8559413,,,,,,,,,,,,,,
92.72051,19.808119,8.323527,-4.957956,6.1365333,-2.5448756,5.267475,-3.5204885,6.335598,-3.467459,5.3156853,-3.8298948,,,,,,,,,,,,,,
71.10772,28.891436,7.2068377,-4.931607,7.937176,-5.212502,3.1828105,-3.9566157,9.418966,-3.5967238,6.063471,-3.6699545,,,,,,,,,,,,,,
79.37072,17.713198,7.526059,-4.8727884,6.480519,-3.0987287,3.872602,-4.1081176,5.7155633,-4.0821347,3.1350505,-4.2877727,,,,,,,,,,,,,,
60.53585,27.405582,5.1517444,-7.7020082,7.244826,-4.779388,5.584534,-3.6912055,8.418872,-4.893848,5.6398787,-3.1516335,,,,,,,,,,,,,,
55.270187,23.472593,8.986293,-7.61946,5.064,-4.857144,4.3217716,-2.9288018,8.870755,-2.3707051,7.2972856,-2.159083,,,,,,,,,,,,,,
55.432087,20.859947,8.278826,-7.245392,4.4606857,-4.0508924,5.8250837,-0.92435133,8.127183,-2.7630203,6.16544,-2.970017,,,,,,,,,,,,,,
51.540474,16.808668,7.097204,-9.26119,3.0934076,-3.3835037,6.8008738,-0.38568205,7.791368,-1.7680105,5.604675,-3.2271214,,,,,,,,,,,,,,
56.850346,16.45445,7.977487,-7.2376475,2.521557,-3.7531943,6.2987123,-1.5305675,6.935612,-2.514058,5.5598598,-3.0468838,,,,,,,,,,,,,,
45.923378,22.711119,9.112536,-8.314166,3.8019435,-6.063256,6.972107,-2.0991304,8.818351,-2.3793852,5.3802867,-3.373608,,,,,,,,,,,,,,
59.516838,24.980099,4.2932377,-7.0178175,6.8754325,-3.110237,6.082285,-3.5039,7.5584984,-4.731137,4.3590913,-4.401549,,,,,,,,,,,,,,
85.73978,25.628733,5.7490907,-4.9308877,6.7531295,-5.1486444,3.9972794,-5.8226476,6.141764,-4.8262057,4.399156,-5.908275,,,,,,,,,,,,,,
93.6356,23.453371,10.681748,-4.047111,4.878403,-6.877727,2.5450203,-5.3603697,7.1689444,-4.2131844,4.58444,-4.1416216,,,,,,,,,,,,,,
81.34906,27.859877,7.11006,-4.562326,8.655608,-6.7674875,3.7201293,-8.718886,6.4407516,-6.959478,5.343952,-4.323847,,,,,,,,,,,,,,
80.3634,20.784025,9.77573,-5.6894116,3.9282289,-5.873677,2.883393,-4.752031,5.438099,-5.0437713,4.24734,-4.398637,,,,,,,,,,,,,,
63.87475,23.670412,9.426355,-5.5246243,6.1217074,-4.83761,3.2230945,-5.418559,5.9443364,-4.6306086,4.656723,-4.3007526,,,,,,,,,,,,,,
74.21743,20.391846,8.122737,-3.7550466,6.100727,-4.9630866,3.6354456,-4.7040467,5.4058914,-3.4407861,5.248762,-3.7877684,,,,,,,,,,,,,,
77.92225,20.076052,11.988972,-4.2483287,4.36486,-4.5418034,4.339561,-4.2104874,4.5210705,-4.6729245,5.7318664,-2.7321856,,,,,,,,,,,,,,
66.767456,23.945032,8.0968075,-6.7769146,6.538087,-3.2594695,3.7443683,-5.857258,4.9551263,-5.985424,5.468855,-2.623884,,,,,,,,,,,,,,
58.423264,31.5821,10.108755,-6.6044254,6.622199,-6.0133395,4.7626147,-6.236122,7.3400292,-5.7165976,5.9970875,-3.9706197,,,,,,,,,,,,,,
62.493885,28.374538,14.544326,-7.5345273,5.9147034,-4.016284,6.146783,-5.916948,6.3333216,-6.9097056,4.352677,-2.5510633,,,,,,,,,,,,,,
51.151714,31.716866,10.364751,-5.5333047,4.2660384,-4.786886,7.014378,-4.5500755,8.14674,-7.053579,5.9864097,-5.9267497,,,,,,,,,,,,,,
63.853176,24.668602,11.722503,-7.291481,3.8653326,-4.410301,4.5512557,-6.677342,4.7779284,-6.356254,3.3425007,-3.9831173,,,,,,,,,,,,,,
54.33004,31.621628,11.96076,-7.1616516,5.9828696,-5.0898385,6.71593,-6.4383345,7.51363,-5.7405047,6.416603,-6.0904064,,,,,,,,,,,,,,
47.270493,29.831257,12.795874,-7.3531055,5.049281,-6.729549,6.282867,-4.651124,6.8808103,-6.907509,4.0891266,-5.660228,,,,,,,,,,,,,,
60.349846,22.111433,11.37744,-6.4425125,4.1948576,-3.9487488,6.2948804,-4.046225,5.770954,-5.6472697,4.063778,-5.535778,,,,,,,,,,,,,,
53.899376,26.526842,11.532384,-8.17091,5.7267685,-5.683827,6.6388597,-3.5990427,5.8285,-7.970713,4.189872,-5.1592927,,,,,,,,,,,,,,
80.19292,23.062815,6.9477625,-6.822622,6.6276355,-2.4437268,5.0760803,-6.153129,6.432406,-4.2026677,5.8408227,-4.9338136,,,,,,,,,,,,,,
91.00996,26.113459,9.86466,-3.919628,5.4872622,-5.057173,5.5462985,-4.907631,6.7519946,-4.267118,5.685548,-5.837676,,,,,,,,,,,,,,
99.54857,20.065245,10.988601,-4.7321305,4.7564063,-3.8442702,5.1948476,-3.7855337,6.724061,-1.9000078,6.094334,-4.644786,,,,,,,,,,,,,,
78.081314,25.98372,8.212255,-7.451966,6.927369,-4.8132467,6.272056,-5.452002,5.9490185,-5.271459,3.3776796,-6.0143795,,,,,,,,,,,,,,
66.01707,24.132298,12.130127,-5.669642,7.9423428,-4.0839915,5.504927,-5.1246276,8.050387,-3.5431938,4.937058,-5.2735415,,,,,,,,,,,,,,
67.09062,27.986881,9.31249,-6.2366257,7.63119,-5.104555,7.7964077,-3.6643763,6.07654,-6.220546,5.437691,-4.082721,,,,,,,,,,,,,,
74.48001,22.735996,13.583089,-3.5534463,7.0567193,-3.8276827,4.462321,-5.0477047,5.4552464,-6.3482594,4.140638,-2.6588366,,,,,,,,,,,,,,
71.58881,19.58018,12.299726,-3.5721595,5.6736345,-3.8098166,6.7514563,-3.107672,6.853489,-3.1032503,5.5316195,-3.2375793,,,,,,,,,,,,,,
68.557045,22.376741,13.171306,-5.4939413,5.4223084,-3.1864586,7.280828,-1.8309036,6.9560137,-4.836697,5.840235,-3.299587,,,,,,,,,,,,,,
70.90676,23.956491,14.442584,-4.7613544,6.169117,-3.325414,5.996419,-4.6223245,6.982709,-4.3364153,5.042756,-4.601924,,,,,,,,,,,,,,
56.860294,32.532997,11.936116,-5.8652945,8.970796,-4.9929843,5.260306,-6.103482,7.2248297,-5.65689,6.637094,-4.754272,,,,,,,,,,,,,,
56.754055,26.136755,11.80505,-7.418607,5.7886696,-5.6259694,4.1753883,-5.6404824,6.72944,-4.491544,5.12512,-4.2453,,,,,,,,,,,,,,
46.376404,29.850544,11.754954,-7.9526596,7.36887,-6.152671,6.617215,-6.6612606,6.163278,-5.426329,6.219745,-4.0556374,,,,,,,,,,,,,,
39.573765,24.654968,10.802832,-7.115327,4.050758,-6.6222053,5.389394,-5.734928,3.3244078,-6.464791,5.4411902,-2.5208397,,,,,,,,,,,,,,
46.905804,21.015743,11.327159,-5.3801503,3.5831454,-4.75507,4.5991273,-4.9187117,4.7954273,-4.25046,4.518053,-5.1900845,,,,,,,,,,,,,,
48.11297,21.070723,6.576011,-9.601851,4.8381815,-4.09432,4.2049437,-3.841903,8.606207,-2.250743,4.070075,-5.3346114,,,,,,,,,,,,,,
48.12143,25.174246,9.042006,-5.28119,6.9915676,-3.0194585,5.7011237,-2.7436802,5.357654,-6.049155,3.524215,-5.9460096,,,,,,,,,,,,,,
84.57043,25.808565,7.2676435,-4.204859,5.884842,-4.7799063,5.452466,-4.57296,7.786213,-3.5090857,6.661136,-5.3028216,,,,,,,,,,,,,,
94.31408,20.578516,11.072982,-3.9897094,5.49109,-5.0074716,3.8093226,-4.9618516,5.09397,-2.5235999,5.113933,-5.7525563,,,,,,,,,,,,,,
86.32022,27.086123,8.785492,-4.518197,5.0687904,-5.899679,4.8293543,-6.7533607,6.6548567,-5.1129146,4.4223704,-5.502712,,,,,,,,,,,,,,
86.001366,19.287615,9.663129,-6.1871514,3.8878136,-4.4676332,4.250129,-5.862322,5.7515306,-3.2327375,3.7433836,-5.1067834,,,,,,,,,,,,,,
82.555466,15.973537,10.948869,-2.735999,6.384771,-3.4008014,5.2929873,-2.2141433,5.8967223,-5.735456,3.3913667,-3.3129742,,,,,,,,,,,,,,
80.537796,21.056168,8.879321,-5.2269945,7.548041,-3.714725,3.9937418,-4.4125867,6.1232157,-3.8971176,5.032919,-2.4275565,,,,,,,,,,,,,,
79.24437,21.359892,8.972031,-5.2985024,7.550221,-4.4631653,5.417842,-2.1998365,6.810816,-3.6500895,5.606329,-2.975287,,,,,,,,,,,,,,
74.064095,21.732231,11.526656,-5.0668316,6.76795,-3.5889592,4.9452457,-5.3434944,3.5840237,-4.685534,5.4426975,-2.7151299,,,,,,,,,,,,,,
66.46884,24.351805,10.957255,-5.5601563,5.3216586,-5.1070814,3.3884683,-5.9116774,5.5884757,-6.2053742,2.6175656,-4.1614976,,,,,,,,,,,,,,
52.020382,30.992281,9.136735,-6.5793767,9.564986,-6.024577,5.238884,-6.0713563,7.402889,-5.584006,6.2253194,-3.133319,,,,,,,,,,,,,,
65.024216,19.831087,10.770384,-5.393239,4.5864544,-3.2715144,6.285738,-2.8627365,6.298618,-4.34492,4.2200785,-3.1013098,,,,,,,,,,,,,,
59.262733,24.828737,12.602296,-6.4325876,5.635293,-3.4646173,5.1426096,-4.8348417,6.9135075,-3.4913406,4.8565507,-4.099805,,,,,,,,,,,,,,
61.65219,21.417562,11.391593,-5.27464,3.9646006,-4.455308,5.5866675,-2.898355,6.591866,-4.340142,4.755064,-3.2323108,,,,,,,,,,,,,,
46.57486,24.084064,9.639881,-8.077893,5.068953,-1.9904945,7.747773,-2.5574539,6.940874,-3.7144735,6.265668,-3.4036107,,,,,,,,,,,,,,
42.53563,31.473614,10.446622,-10.749092,6.261279,-3.1984203,6.5316353,-6.43124,6.341504,-5.8514276,4.032858,-3.763512,,,,,,,,,,,,,,
47.322914,20.735119,11.084429,-6.7529454,2.765685,-3.482553,6.3862743,-3.4710846,4.809809,-5.3619576,3.3566592,-4.927633,,,,,,,,,,,,,,
75.85535,24.21983,7.6880617,-4.583226,7.1344256,-2.8193405,3.7056637,-4.4299097,8.030383,-4.2136803,5.5364084,-4.9157844,,,,,,,,,,,,,,
85.9122,25.464926,8.685353,-3.0459433,8.281562,-3.8135376,4.4535356,-5.216971,7.6084146,-5.182145,6.864875,-5.1537843,,,,,,,,,,,,,,
91.13469,24.47224,11.405792,-3.5925622,8.541136,-4.526379,2.8063567,-5.740419,6.94268,-3.6541958,6.130563,-4.3063054,,,,,,,,,,,,,,
93.43323,19.399231,10.175081,-3.8139384,6.150733,-5.075504,3.6241314,-3.7764077,6.148236,-3.3062437,5.251346,-3.8964376,,,,,,,,,,,,,,
71.09298,25.215506,10.604434,-7.291755,7.43172,-4.614099,4.70367,-5.048463,7.5481243,-2.9138114,5.016709,-4.5488105,,,,,,,,,,,,,,
62.94036,24.892807,5.8224382,-9.078273,6.8137913,-3.1478803,3.8638852,-3.8917568,8.15631,-3.9462435,5.0259247,-2.1183338,,,,,,,,,,,,,,
70.78794,23.413189,10.003553,-4.5810633,7.872089,-3.9611874,2.920485,-4.572435,7.9199147,-3.5416865,4.9911375,-2.4298298,,,,,,,,,,,,,,
59.34102,27.196953,10.486933,-5.180381,7.329556,-6.668755,3.776401,-2.9672704,6.4712095,-7.1915393,4.2220182,-2.2066827,,,,,,,,,,,,,,
57.54334,31.100283,10.090507,-7.9295516,7.703741,-4.6410913,5.1997404,-5.4207535,7.5118604,-4.707736,4.9575825,-5.0772243,,,,,,,,,,,,,,
67.37778,22.557499,12.476119,-5.043476,5.984412,-5.428138,4.1143975,-4.3328013,5.742823,-4.164599,5.8971653,-2.5915954,,,,,,,,,,,,,,
58.565903,30.401003,12.005222,-4.7505045,8.4731045,-4.924176,5.0623918,-4.7494655,5.9010267,-6.0503244,5.1061597,-5.5656147,,,,,,,,,,,,,,
56.45556,31.453688,12.167531,-4.8414845,7.781418,-3.5282192,6.8176847,-2.7515779,8.834124,-5.5830293,4.8372383,-4.4122734,,,,,,,,,,,,,,
51.751236,30.337194,13.963663,-5.462907,6.7045765,-5.311339,6.7269597,-5.8643646,7.265666,-4.9294043,5.9246817,-4.914546,,,,,,,,,,,,,,
55.749237,26.39579,12.759199,-5.1215568,6.1069636,-3.7403455,5.887682,-5.578656,5.5008287,-5.1319785,6.3921022,-3.4621365,,,,,,,,,,,,,,
59.198784,22.544388,15.0898285,-4.8389707,6.2084312,-1.0712063,7.7676525,-5.009033,4.94696,-4.6589704,4.5578184,-4.604387,,,,,,,,,,,,,,
52.99351,26.203985,11.230004,-6.5312095,6.0626464,-3.4861383,7.547981,-4.6113973,6.3383718,-6.1344295,2.9395936,-6.0732913,,,,,,,,,,,,,,
57.245453,20.108955,13.534004,-3.9724002,5.4049363,-4.4363894,5.8936887,-4.581153,4.5699654,-5.4371185,4.359643,-5.486453,,,,,,,,,,,,,,
94.94324,17.582092,7.976056,-2.5986853,6.1580553,-4.7211494,4.104793,-4.0977077,5.778124,-2.5592594,6.287868,-4.655493,,,,,,,,,,,,,,
92.31193,29.56451,6.54627,-3.692745,5.8318124,-5.8402944,4.2828317,-5.4673953,9.453292,-2.2782989,8.758415,-4.5125403,,,,,,,,,,,,,,
91.03941,27.07574,8.045342,-5.2591815,4.9464984,-6.9031425,2.8049166,-6.8102207,7.3674335,-4.028154,4.875544,-5.7590647,,,,,,,,,,,,,,
89.712456,18.677185,9.417596,-5.5198517,4.3349137,-5.363155,4.013544,-3.176391,7.23815,-3.733764,3.7374692,-4.3754196,,,,,,,,,,,,,,
59.086967,29.36194,5.632057,-5.2734213,8.786395,-4.163637,6.4115276,-3.7491875,9.779032,-5.2542343,4.9240522,-5.092242,,,,,,,,,,,,,,
64.197495,29.708397,7.166854,-8.229972,8.219449,-5.5688553,3.8583636,-6.0097513,7.3514667,-5.740063,5.158475,-3.7820988,,,,,,,,,,,,,,
77.76928,21.852907,11.017303,-5.11594,5.013943,-5.7654,2.8350227,-6.174366,5.0189786,-4.8600507,4.1223764,-3.9014049,,,,,,,,,,,,,,
59.606148,29.001966,6.5583987,-6.938594,8.985733,-8.073387,3.0883398,-4.827552,8.118176,-6.3549027,6.3366203,-3.94499,,,,,,,,,,,,,,
66.001,24.22774,8.036454,-4.3977566,7.206298,-4.5727825,7.0705104,-1.769165,7.3615584,-3.9696097,3.6025152,-4.789885,,,,,,,,,,,,,,
68.18105,22.214897,9.064575,-3.8009412,6.586135,-3.6693797,5.5404334,-3.1374726,5.992542,-4.603535,7.518604,-2.613327,,,,,,,,,,,,,,
67.891624,23.57433,11.7652235,-3.8124073,6.9063497,-4.6779823,4.782724,-4.377693,7.2767224,-2.3279982,6.153194,-6.592283,,,,,,,,,,,,,,
58.974518,24.744677,11.281322,-4.4415507,6.152004,-5.795415,3.3941412,-5.477565,7.975779,-3.1666203,5.1133137,-7.0349607,,,,,,,,,,,,,,
58.906536,24.936003,8.49062,-4.8457837,6.8375387,-3.9403362,4.3600335,-5.674588,6.5304585,-3.3223748,5.49247,-7.205395,,,,,,,,,,,,,,
53.664417,29.571962,7.9517493,-5.550387,6.0728207,-5.9485965,3.9658291,-4.993912,8.693915,-2.7219243,5.514006,-8.094115,,,,,,,,,,,,,,
72.55099,15.942492,10.100907,-3.6597812,3.270666,-5.950223,2.7604945,-4.27134,5.3714814,-3.0497375,3.7051566,-6.2875066,,,,,,,,,,,,,,
53.397533,24.915907,7.266541,-3.0772176,6.498839,-5.7545776,4.1257915,-6.4407797,5.984982,-4.844848,5.2083673,-5.7261496,,,,,,,,,,,,,,
67.94563,22.386192,5.3719697,-4.9646735,7.5311313,-4.588431,3.0352538,-5.064003,5.0412483,-4.8007584,4.4875665,-5.7335973,,,,,,,,,,,,,,
93.26664,22.583588,7.329489,-5.0447383,5.7661624,-4.6750593,5.983348,-2.456533,7.105904,-3.1487966,6.4747176,-3.4588544,,,,,,,,,,,,,,
95.07661,25.637983,6.5147157,-4.3235927,6.003805,-4.163816,4.9376445,-5.6265364,6.861823,-3.703239,5.6591015,-6.498667,,,,,,,,,,,,,,
97.934814,20.167568,7.004637,-4.7467036,4.304388,-5.642997,4.6137614,-5.50418,4.305596,-3.4653485,5.651163,-5.1197515,,,,,,,,,,,,,,
88.61009,25.73569,5.484849,-6.1992717,5.914206,-6.0054216,4.2597685,-3.6247284,7.033568,-4.9210253,6.5050735,-4.9597726,,,,,,,,,,,,,,
83.870834,26.000282,7.399573,-6.9135356,6.249982,-5.1283884,5.621514,-2.8654659,7.573803,-5.156302,5.137056,-4.530083,,,,,,,,,,,,,,
84.623764,26.156866,6.324101,-5.972066,6.911495,-6.01583,4.798518,-3.6802995,6.0818024,-4.7659507,6.138816,-4.696884,,,,,,,,,,,,,,
92.360756,22.181107,8.527417,-5.704085,6.102582,-4.296406,4.6830826,-3.4900887,4.536367,-4.790654,5.7555485,-3.741696,,,,,,,,,,,,,,
95.86668,22.792007,9.213123,-5.6807604,5.100039,-4.7050834,4.4281964,-4.797696,5.0530057,-4.1647897,5.1514153,-4.1523156,,,,,,,,,,,,,,
96.61336,18.354269,8.820252,-5.6194096,2.4930036,-5.9132175,3.8246205,-4.198896,5.1950197,-2.854053,5.7453227,-2.9816165,,,,,,,,,,,,,,
76.12307,28.398973,4.7920113,-8.850717,5.335225,-5.7317853,6.318429,-6.73598,4.2674737,-5.288684,5.8885903,-4.298024,,,,,,,,,,,,,,
80.59238,26.669716,8.399845,-6.8634562,6.364972,-4.089999,3.2932193,-8.313406,4.400634,-3.3155656,7.2501173,-2.7022972,,,,,,,,,,,,,,
76.75397,32.06724,6.2796154,-7.396466,5.8743067,-4.1863976,5.032687,-7.2774086,5.483564,-4.6360793,6.1369324,-6.342404,,,,,,,,,,,,,,
64.14234,29.113272,5.296046,-5.5720134,6.9651184,-6.182232,4.394371,-6.7248063,6.734842,-4.233702,5.3313007,-5.1601224,,,,,,,,,,,,,,
86.313095,23.732332,6.028735,-6.1366105,4.641773,-5.8359885,3.8100216,-3.530354,5.3985767,-4.52248,6.7562985,-3.1405962,,,,,,,,,,,,,,
79.020226,29.454657,3.312504,-6.6227846,4.809042,-6.2936997,3.601263,-4.1783657,7.0292096,-5.3837814,5.5076857,-4.1701975,,,,,,,,,,,,,,
86.44106,22.578865,5.905799,-6.938718,7.664326,-3.9266086,5.9227514,-2.026393,8.258729,-3.2502062,5.6056194,-3.5250497,,,,,,,,,,,,,,
87.02855,21.6228,9.009057,-4.55758,5.9229317,-5.5417604,3.1414585,-3.9242988,6.4378657,-3.1330833,7.420907,-2.3250768,,,,,,,,,,,,,,
68.62959,32.625435,6.4193277,-7.974399,8.477924,-7.67749,2.7992976,-7.599045,6.642256,-7.397802,7.0919795,-3.49585,,,,,,,,,,,,,,
68.25131,28.58083,12.261567,-8.807527,5.668866,-5.3583474,4.2683773,-6.747126,4.9411135,-5.181192,5.808082,-3.4383838,,,,,,,,,,,,,,
77.379875,15.599556,10.376526,-3.4112463,5.8692107,-2.3345332,6.4325576,-2.0958934,5.893015,-3.8437152,4.42095,-3.241023,,,,,,,,,,,,,,
67.32732,20.330873,11.534948,-4.8637915,3.841719,-5.176659,3.2855854,-6.2780905,3.6509361,-4.8291225,4.4319687,-2.646774,,,,,,,,,,,,,,
53.475403,26.09208,12.722316,-6.953405,2.9548202,-5.9280376,5.224285,-4.1050124,4.6512365,-5.8256054,4.8389025,-4.557214,,,,,,,,,,,,,,
53.544422,21.908535,11.827306,-5.848864,4.0264306,-4.074112,4.1563888,-5.7674546,4.813453,-3.9822292,3.6232388,-5.866671,,,,,,,,,,,,,,
